trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
555,False,"{'a': 0.005, 'e': 0.06234947668967343}",25,0,33.651499424950806,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
556,False,"{'a': 0.005, 'e': 0.06203850737735829}",25,6,18.549979708191817,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.005, 'e': 0.06172908903095879}",20,0,-10.256903060553686,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
558,False,"{'a': 0.005, 'e': 0.06142121391500013}",25,20,11.882566013383588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.005, 'e': 0.06111487433258836}",20,0,29.047156836090007,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
560,False,"{'a': 0.005, 'e': 0.06081006262521795}",20,9,18.89778125062768,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.005, 'e': 0.06050677117258039}",25,13,22.88502982361386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.005, 'e': 0.06020499239237354}",25,17,16.81087984132619,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.005, 'e': 0.05990471874011218}",30,20,18.507417182582568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.005, 'e': 0.05960594270893937}",20,0,17.855911016075105,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
565,False,"{'a': 0.005, 'e': 0.05930865682943872}",25,9,21.395738984586718,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.005, 'e': 0.05901285366944784}",20,2,27.359538484179073,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.005, 'e': 0.058718525833872284}",20,0,30.915018718944005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
568,False,"{'a': 0.005, 'e': 0.05842566596450083}",20,16,8.24266892891776,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.005, 'e': 0.058134266739821465}",30,19,5.13313070947149,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.005, 'e': 0.057844320874838456}",20,13,8.831635451906191,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.005, 'e': 0.05755582112089005}",20,3,-5.686285715261338,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
572,False,"{'a': 0.005, 'e': 0.05726876026546736}",20,0,22.112233362815708,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
573,False,"{'a': 0.005, 'e': 0.056983131132034036}",20,0,20.52753243938939,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
574,False,"{'a': 0.005, 'e': 0.0566989265798469}",20,9,18.89113050583651,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.005, 'e': 0.05641613950377735}",20,0,26.973479159348077,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
576,False,"{'a': 0.005, 'e': 0.056134762834133725}",20,0,6.166276382178471,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
577,False,"{'a': 0.005, 'e': 0.05585478953648462}",25,0,13.666292516842077,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.005, 'e': 0.05557621261148306}",20,12,5.91626819565491,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.005, 'e': 0.05529902509469138}",25,18,11.538084489304174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.005, 'e': 0.05502322005640723}",20,0,32.1927878410324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.005, 'e': 0.054748790601490266}",20,0,24.047856552432926,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.005, 'e': 0.05447572986918986}",20,12,12.741475422044601,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.005, 'e': 0.054204031032973464}",20,7,20.344082455729282,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.005, 'e': 0.05393368730035602}",35,16,29.898657947320544,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.005, 'e': 0.05366469191273011}",25,11,24.59924565865294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.005, 'e': 0.053397038145197084}",20,12,6.282080544918655,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.005, 'e': 0.05313071930639878}",20,0,26.863940955311865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
588,False,"{'a': 0.005, 'e': 0.05286572873835037}",20,6,23.17058863514588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.005, 'e': 0.05260205981627384}",20,10,16.86133058960193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.005, 'e': 0.05233970594843238}",25,11,15.173758611196686,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.005, 'e': 0.05207866057596569}",25,18,12.392345864965657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.005, 'e': 0.05181891717272583}",20,12,10.810115215611898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.005, 'e': 0.0515604692451142}",30,18,20.970571037425167,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.005, 'e': 0.05130331033191911}",25,0,-10.070694691427349,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
595,False,"{'a': 0.005, 'e': 0.051047434004154395}",25,1,-9.41659592030391,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
596,False,"{'a': 0.005, 'e': 0.0507928338648985}",25,13,15.165539139068976,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.005, 'e': 0.050539503549134696}",25,9,23.03918743845325,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.005, 'e': 0.050287436723591865}",30,14,23.550745019632984,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.005, 'e': 0.05003662708658628}",20,11,18.141465920653804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.005, 'e': 0.049787068367863944}",30,17,25.07874745162377,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.005, 'e': 0.04953875432844388}",20,2,25.620021706238525,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.005, 'e': 0.04929167876046215}",20,9,17.164159594345783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.005, 'e': 0.04904583548701673}",30,11,31.626815853897337,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.005, 'e': 0.04880121836201296}",20,8,8.401214223769177,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.005, 'e': 0.048557821270009974}",25,11,7.3868053589271385,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.005, 'e': 0.04831563812606777}",30,7,-12.026509917724535,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
607,False,"{'a': 0.005, 'e': 0.04807466287559518}",20,2,25.80645860354064,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.005, 'e': 0.04783488949419837}",25,20,9.919603561521955,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.005, 'e': 0.04759631198753032}",25,13,18.950017493556974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.005, 'e': 0.04735892439114091}",20,8,18.76745690123005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.005, 'e': 0.04712272077032791}",30,8,13.03974423195067,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
612,False,"{'a': 0.005, 'e': 0.046887695219988486}",25,14,19.26776333390233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.005, 'e': 0.04665384186447163}",20,0,0.08042099658566282,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
614,False,"{'a': 0.005, 'e': 0.04642115485743125}",20,14,13.606369037526852,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.005, 'e': 0.0461896283816801}",20,12,13.395237881642721,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.005, 'e': 0.045959256649044204}",20,10,16.825180968955475,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.005, 'e': 0.04573003390021825}",20,7,16.430616172695082,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.005, 'e': 0.04550195440462157}",20,15,7.655657012303977,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.005, 'e': 0.045275012460254886}",25,17,-30.841762505611246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
620,False,"{'a': 0.005, 'e': 0.0450492023935578}",25,2,-8.01044606725326,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
621,False,"{'a': 0.005, 'e': 0.04482451855926687}",25,4,22.348126218320004,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.005, 'e': 0.044600955340274535}",25,14,14.88748959372929,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.005, 'e': 0.04437850714748865}",35,20,26.37771777501154,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.005, 'e': 0.04415716841969286}",20,0,29.391494196406335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
625,False,"{'a': 0.005, 'e': 0.04393693362340742}",20,0,28.439946304899788,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
626,False,"{'a': 0.005, 'e': 0.04371779725275094}",25,20,7.3783475204398865,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.005, 'e': 0.04349975382930273}",20,0,30.82636100164595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.005, 'e': 0.043282797901965896}",20,8,20.954918078917913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.005, 'e': 0.04306692404683092}",20,2,24.556881481880257,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.005, 'e': 0.04285212686704019}",20,2,15.99633952315351,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.005, 'e': 0.04263840099265299}",20,0,21.011745645769327,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
632,False,"{'a': 0.005, 'e': 0.042425741080511385}",20,0,28.58952374644161,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
633,False,"{'a': 0.005, 'e': 0.042214141814106466}",20,1,32.22797240216911,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.005, 'e': 0.04200359790344555}",20,13,12.833026280040915,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.005, 'e': 0.041794104084919896}",20,10,15.79830684204572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.005, 'e': 0.04158565512117316}",20,15,9.805566052344501,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.005, 'e': 0.04137824580097038}",20,9,20.88308934528778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.005, 'e': 0.04117187093906774}",30,16,21.61650949480716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.005, 'e': 0.040966525376082925}",20,0,21.744586026569795,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
640,False,"{'a': 0.005, 'e': 0.04076220397836621}",30,17,19.376255166018066,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.005, 'e': 0.040558901637871986}",20,12,13.775661489577894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.005, 'e': 0.04035661327203115}",25,0,21.630058126374035,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
643,False,"{'a': 0.005, 'e': 0.040155333823624025}",30,23,9.417053318585818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.005, 'e': 0.039955058260653896}",20,4,26.773510668988763,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.005, 'e': 0.039755781576221304}",25,8,-14.72381714566576,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
646,False,"{'a': 0.005, 'e': 0.039557498788398725}",20,16,7.162364452915956,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.005, 'e': 0.03936020494010615}",35,22,21.61448632858937,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.005, 'e': 0.039163895098987066}",20,14,6.892786751778033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.005, 'e': 0.03896856435728526}",30,10,32.68067265659334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.005, 'e': 0.03877420783172201}",20,4,21.496535156532218,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.005, 'e': 0.03858082066337404}",25,8,32.499079884819295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.005, 'e': 0.038388398017552054}",25,6,18.097124488969516,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.005, 'e': 0.038196935083679925}",20,0,-9.729226836056759,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
654,False,"{'a': 0.005, 'e': 0.038006427075174314}",25,0,37.633867038853715,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
655,False,"{'a': 0.005, 'e': 0.03781686922932508}",25,13,22.13493055293185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.005, 'e': 0.0376282568071762}",20,6,20.32872608385814,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.005, 'e': 0.03744058509340732}",25,13,16.126123528478963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.005, 'e': 0.03725384939621581}",30,17,20.224736911916892,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.005, 'e': 0.0370680450471995}",20,14,9.610417555186165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.005, 'e': 0.036883167401239994}",30,19,17.23864679132907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.005, 'e': 0.03669921183638653}",25,0,34.97804943612319,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
662,False,"{'a': 0.005, 'e': 0.0365161737537404}",20,3,30.218523374569287,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.005, 'e': 0.036334048577339996}",25,8,16.1836876423922,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.005, 'e': 0.03615283175404641}",25,7,-9.302490810662608,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
665,False,"{'a': 0.005, 'e': 0.035972518753429654}",20,11,15.97821300377513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.005, 'e': 0.0357931050676553}",25,12,18.33939520757844,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.005, 'e': 0.03561458621137186}",25,0,18.2330297275331,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
668,False,"{'a': 0.005, 'e': 0.03543695772159864}",20,12,16.148756048434997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.005, 'e': 0.03526021515761412}",20,16,7.56849033342551,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.005, 'e': 0.035084354100845025}",25,18,10.31152820526679,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.005, 'e': 0.03490937015475576}",20,3,27.63000232265949,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.005, 'e': 0.03473525894473856}",20,0,25.274286305722434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
673,False,"{'a': 0.005, 'e': 0.0345620161180041}",30,24,11.113904563438215,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.005, 'e': 0.03438963734347271}",20,12,16.531486050140167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.005, 'e': 0.03421811831166603}",20,0,19.318882567112354,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
676,False,"{'a': 0.005, 'e': 0.034047454734599344}",20,0,24.554267440961105,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
677,False,"{'a': 0.005, 'e': 0.033877642345674315}",25,13,16.637914366512554,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.005, 'e': 0.033708676899572396}",25,8,24.266609109963486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.005, 'e': 0.033540554172148636}",25,3,22.834435480290825,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.005, 'e': 0.03337326996032608}",20,0,20.28206898468617,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
681,False,"{'a': 0.005, 'e': 0.03320682008199072}",20,0,26.85807011737653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
682,False,"{'a': 0.005, 'e': 0.03304120037588693}",20,4,21.540422586033472,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.005, 'e': 0.03287640670151345}",20,6,21.938880511407664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.005, 'e': 0.03271243493901982}",30,19,21.798525552022685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.005, 'e': 0.03254928098910342}",20,0,29.54270458944546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.005, 'e': 0.03238694077290704}",20,5,12.84485109272423,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.005, 'e': 0.0322254102319168}",30,17,23.76870404136469,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.005, 'e': 0.03206468532786077}",30,22,-7.891598739330478,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
689,False,"{'a': 0.005, 'e': 0.03190476204260796}",30,2,24.398972999021534,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.005, 'e': 0.03174563637806794}",25,7,29.644186831544438,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.005, 'e': 0.031587304356090785}",25,11,24.280477000125856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.005, 'e': 0.03142976201836771}",35,20,28.00935224240174,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.005, 'e': 0.03127300542633206}",25,16,14.014746237217661,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.005, 'e': 0.03111703066106086}",25,5,28.35727608120844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.005, 'e': 0.030961833823176882}",25,17,-0.6213821925110938,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.005, 'e': 0.030807411032751076}",25,18,6.932275100889132,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.005, 'e': 0.030653758429205646}",25,5,27.817452128804575,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.005, 'e': 0.030500872171217483}",30,20,20.563624923627426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.005, 'e': 0.030348748436622202}",20,0,-29.059633243564857,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
700,False,"{'a': 0.005, 'e': 0.0301973834223185}",25,12,20.30243216859709,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.005, 'e': 0.03004677334417314}",25,0,37.83109253301932,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
702,False,"{'a': 0.005, 'e': 0.029896914436926308}",30,23,14.603315459276526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.005, 'e': 0.029747802954097544}",20,9,19.376191729017606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.005, 'e': 0.029599435167892}",30,9,33.13502542457886,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.005, 'e': 0.02945180736910729}",25,0,31.071914522113943,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
706,False,"{'a': 0.005, 'e': 0.029304915867040746}",20,0,29.090990776934884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
707,False,"{'a': 0.005, 'e': 0.02915875698939719}",20,4,20.94714005555343,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.005, 'e': 0.029013327082197053}",20,0,31.13246013568264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
709,False,"{'a': 0.005, 'e': 0.028868622509685086}",30,17,21.486367428189062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.005, 'e': 0.028724639654239423}",30,22,12.086013357714936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.005, 'e': 0.028581374916281203}",25,13,17.3161012350446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.005, 'e': 0.028438824714184505}",20,5,25.898972747863475,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.005, 'e': 0.028296985484186854}",20,0,25.028209049272114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.005, 'e': 0.028155853680300096}",20,0,30.91866157874544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
715,False,"{'a': 0.005, 'e': 0.028015425774221808}",20,7,3.89009626357729,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
716,False,"{'a': 0.005, 'e': 0.027875698255247015}",20,14,9.34158731397445,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.005, 'e': 0.027736667630180466}",25,0,35.27663004527137,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
718,False,"{'a': 0.005, 'e': 0.027598330423249287}",25,15,20.883665424945587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.005, 'e': 0.027460683176016094}",25,3,34.211926898880286,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.005, 'e': 0.02732372244729256}",25,13,17.74536815049298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.005, 'e': 0.027187444813053317}",25,10,25.023659713391627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.005, 'e': 0.027051846866350416}",20,0,27.469832134647135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
723,False,"{'a': 0.005, 'e': 0.026916925217228112}",25,13,19.415790799694893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.005, 'e': 0.026782676492638175}",25,8,19.59853450055754,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.005, 'e': 0.026649097336355485}",30,13,22.19734397132873,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.005, 'e': 0.02651618440889418}",25,14,18.62371750881019,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.005, 'e': 0.02638393438742414}",35,17,33.157268123470054,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.005, 'e': 0.02625234396568796}",25,7,18.815258436911833,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.005, 'e': 0.026121409853918233}",30,17,19.368536673183247,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.005, 'e': 0.025991128778755347}",30,10,35.42287337028773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.005, 'e': 0.025861497483165623}",20,12,13.672831750370879,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.005, 'e': 0.02573251272635994}",20,0,30.046948739439536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
733,False,"{'a': 0.005, 'e': 0.025604171283712656}",20,7,19.310956399891094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.005, 'e': 0.025476469946681016}",30,14,21.273891474951547,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.005, 'e': 0.02534940552272493}",20,14,7.790585182668519,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.005, 'e': 0.025222974835227212}",20,10,20.480284447875356,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.005, 'e': 0.025097174723414068}",20,7,23.169552288612316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.005, 'e': 0.024972002042276155}",25,16,16.255185235180434,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.005, 'e': 0.024847453662489916}",25,10,27.139286480748403,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.005, 'e': 0.024723526470339388}",20,16,9.435473281937277,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
